CARD.,DECK.,BALLOT.,BALLOT..1,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.27..1,Q.27..2,Q.27..3,Q.27..4,Q.27..5,Q.27..6,Q.27..7,Q.27..8,Q.27..9,Q.27..10,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.29.,Q.29..1,Q.29..2,Q.29..3,Q.29..4,Q.29..5,Q.29..6,Q.29..7,Q.29..8,Q.29..9,Q.29..10,Q.30.,Q.33.,Q.34.,Q.35.,Q.35..1,Q.35..2,Q.35..3,Q.35..4,CARD..1,DECK..1,BALLOT..2,BALLOT..3,X.,X..1,X..2,X..3,X..4,X..5,Q.36.,Q.37A.,Q.38A.,Q.39A.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.49..1,Q.49..2,Q.49..3,Q.49..4,Q.49..5,Q.49..6,Q.49..7,Q.49..8,Q.49..9,Q.49..10,Q.50.,V.51G.,V.51H.,V.51I.,V.51J.,Q.52.,Q.53A.,Q.53B.,Q.53C.,Q.53D.,Q.53E.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.69..1,Q.69..2,Q.69..3,Q.69..4,Q.69..5,Q.69..6,Q.69..7,Q.69..8,Q.69..9,Q.69..10,Q.70.,Q.71.,Q.72.,CARD..2,DECK..2,BALLOT..4,BALLOT..5,Q.73.,Q.74.,Q.75.,Q.75..1,Q.75..2,Q.75..3,Q.75..4,Q.75..5,Q.75..6,Q.75..7,Q.75..8,Q.75..9,Q.75..10,Q.76.,Q.76..1,Q.76..2,Q.76..3,Q.76..4,Q.76..5,Q.76..6,Q.76..7,Q.76..8,Q.76..9,Q.76..10,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.84.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.101.,Q.102.,Q.103.,V.105.,V.106.,V.107.,V.108.,V.109.,V.120.
1,133,32,2,2,5,3,2,1,6,1,1,3,5,4,3,2,2,1,1,1,2,3,5,2,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,133,32,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,4,4,5,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,0,1,1,1,2,1,4,1,3,1,2,1,2,8,8,5,6,6,2,5,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,133,32,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,2,1,3,3,4,2,2,5,3,4,8,5,4,1,5,5,4,3,9,9,99,1,6,5
1,133,33,2,2,9,5,1,1,6,2,1,3,5,4,3,3,2,3,2,1,2,2,4,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,133,33,2,2,2,2,2,2,2,5,1,2,4,3,3,4,2,3,3,2,4,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,3,4,0,2,1,2,2,1,4,1,2,2,1,3,2,8,8,2,3,4,1,5,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,3,133,33,2,3,3,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,2,2,3,4,2,2,5,4,5,11,8,5,6,6,5,2,3,9,9,99,1,6,5
1,133,34,2,8,8,3,2,1,6,2,1,3,3,4,3,3,2,1,2,2,1,2,4,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,133,34,2,2,2,2,2,2,2,6,2,2,4,3,4,4,2,3,4,0,5,4,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,4,5,3,1,3,3,3,4,1,1,1,2,2,2,2,9,1,6,6,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,133,34,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,4,1,1,2,1,4,1,1,2,2,1,4,5,2,3,1,2,1,1,1,9,9,99,1,6,5
1,133,35,2,4,8,5,1,1,6,2,2,3,5,4,3,3,2,2,1,1,2,1,4,2,3,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,133,35,2,2,2,2,2,2,2,6,1,3,1,2,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,4,0,2,2,1,1,1,2,1,2,1,3,1,3,2,2,1,6,5,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,3,133,35,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,5,1,1,1,2,2,3,4,2,5,4,1,2,6,7,1,2,4,1,1,1,9,9,99,1,6,5
1,133,36,2,2,0,5,2,1,6,2,1,2,0,4,2,2,2,1,1,1,4,2,1,2,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,133,36,2,2,2,2,2,2,2,7,1,1,3,2,0,2,0,3,4,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,4,5,3,1,1,3,2,1,1,1,2,5,6,1,9,8,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,5,1,3,133,36,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,3,3,4,2,2,2,1,2,4,2,1,2,1,1,1,1,9,9,99,1,6,5
1,133,37,2,2,8,4,2,1,6,1,1,3,2,4,2,3,3,1,2,1,2,3,4,2,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,133,37,2,2,1,2,2,2,2,6,2,2,2,3,3,3,3,3,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,6,2,1,1,2,2,4,1,2,2,5,2,2,8,8,5,6,6,1,2,5,2,2,2,2,2,2,2,2,1,1,2,2,3,1,3,133,37,2,2,4,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,4,1,1,1,3,3,1,2,1,1,1,4,8,2,3,1,1,1,2,1,9,9,99,1,6,5
1,133,38,2,6,8,6,2,1,6,1,1,1,4,4,2,2,2,3,4,0,2,3,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,133,38,2,2,2,2,2,2,2,5,3,2,4,3,3,4,4,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,4,6,2,1,1,1,1,2,1,2,1,2,2,2,8,8,1,4,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,133,38,2,4,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,1,1,1,1,1,1,2,1,5,1,4,2,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,39,2,4,6,6,1,1,6,1,1,3,5,4,3,2,1,2,2,1,2,3,2,2,3,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,133,39,2,2,2,2,2,2,2,2,3,2,1,3,3,4,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,1,2,2,1,2,1,1,1,1,1,2,4,2,8,8,1,1,3,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,3,133,39,2,3,4,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,5,1,1,1,3,2,3,4,2,4,4,1,2,6,7,3,1,1,1,1,1,9,9,99,1,6,5
1,133,40,2,1,6,5,1,2,5,1,1,3,5,4,2,2,2,2,1,1,1,3,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,133,40,2,2,2,2,2,2,2,4,1,2,1,3,1,1,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,4,6,2,2,1,2,1,2,2,2,1,3,1,2,8,8,1,6,6,1,4,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,3,133,40,2,3,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,3,3,1,1,3,2,2,3,3,2,1,1,1,4,8,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,41,2,2,9,5,1,1,6,1,1,3,5,4,1,1,1,2,2,1,2,3,4,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,133,41,2,2,2,2,2,2,2,5,1,3,1,3,3,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,4,6,2,2,1,1,1,2,1,1,2,5,2,2,8,8,3,6,6,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,3,133,41,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,1,2,2,3,6,2,1,5,1,2,8,2,1,1,1,1,1,1,9,9,99,1,6,5
1,133,42,2,5,9,5,2,1,7,1,1,4,5,4,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,133,42,2,2,2,2,2,2,2,6,1,2,4,4,4,4,1,3,4,1,3,4,2,2,2,2,2,1,2,2,2,2,2,1,3,1,2,4,6,2,1,1,2,1,1,1,2,1,3,1,1,8,8,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,133,42,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,4,1,2,1,1,1,2,1,3,1,4,8,2,3,1,2,1,1,1,9,9,99,1,6,5
1,133,43,2,2,9,9,1,1,6,1,1,2,2,4,1,1,2,1,1,1,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,133,43,2,2,2,2,2,2,2,6,3,3,4,3,3,3,2,3,4,2,4,4,2,2,2,2,1,2,2,2,2,2,2,1,1,3,4,2,0,1,2,1,1,1,4,2,1,1,2,2,4,8,8,5,6,6,3,5,5,2,2,2,2,2,2,2,2,2,2,2,1,5,1,3,133,43,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,1,5,1,1,3,3,1,2,1,1,3,4,8,5,3,1,2,1,4,3,9,9,99,1,6,5
1,133,44,2,4,7,5,1,1,6,1,1,1,4,4,2,1,1,1,1,1,2,3,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,133,44,2,2,2,2,2,2,1,4,1,1,3,1,1,1,1,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,3,1,6,2,1,1,1,2,2,2,1,1,3,3,2,8,8,2,6,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,133,44,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,4,1,1,2,2,3,2,2,2,2,1,4,8,2,3,1,1,1,2,1,9,9,99,1,6,5
1,133,45,2,6,7,6,1,1,6,1,1,2,4,4,3,1,1,3,1,1,3,3,2,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,133,45,2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,2,1,2,1,1,1,2,1,1,1,2,5,2,1,8,8,3,6,6,1,5,5,2,1,1,2,1,2,2,2,2,2,2,1,5,1,3,133,45,2,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,3,9,1,6,3,5,1,1,3,2,5,5,1,4,8,2,3,5,4,1,4,1,9,9,99,1,6,5
1,133,46,2,9,10,4,1,1,6,1,1,2,5,4,2,2,1,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,133,46,2,2,2,2,2,2,2,6,2,2,2,3,3,3,3,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,6,2,2,2,2,2,4,1,1,2,5,2,2,8,8,2,1,1,1,1,3,1,2,1,2,1,2,2,2,2,2,2,2,5,1,3,133,46,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,7,1,3,1,1,1,3,6,2,1,1,1,4,8,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,47,2,8,10,4,3,1,7,1,1,2,3,4,1,1,1,1,1,2,1,2,5,2,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,133,47,2,2,1,2,2,2,2,6,1,1,3,2,2,2,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,1,2,2,4,1,3,2,5,1,2,1,1,1,2,1,1,1,3,4,2,8,9,1,6,6,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,133,47,2,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,3,1,1,1,1,2,3,3,2,5,2,1,1,5,4,3,1,1,1,1,1,9,9,99,1,6,5
1,133,48,2,4,4,4,1,2,7,1,1,2,4,4,3,3,2,1,1,1,2,4,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,133,48,2,2,2,2,2,2,2,1,1,1,1,3,2,2,1,3,4,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,2,4,2,1,1,2,1,4,2,1,1,3,2,2,8,8,4,6,6,1,5,4,2,2,1,2,2,2,2,2,1,1,2,1,1,1,3,133,48,2,5,5,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,1,1,1,1,2,3,4,2,5,6,1,4,2,2,3,1,2,5,1,1,9,9,99,1,6,5
1,133,49,2,1,11,3,1,1,5,1,0,2,1,4,2,2,2,1,2,3,3,1,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,133,49,2,2,2,2,2,2,2,0,4,2,4,3,3,4,4,3,3,4,5,1,1,2,2,2,2,2,2,2,2,1,2,2,1,4,3,2,6,1,2,1,1,1,2,2,3,1,3,2,2,2,8,5,2,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,133,49,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,6,2,1,1,1,4,8,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,50,2,2,4,6,1,1,5,1,1,2,4,4,2,1,1,1,1,1,2,3,4,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,133,50,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,3,3,2,4,1,2,2,2,2,1,2,2,2,2,2,2,2,4,2,3,1,4,1,1,1,1,1,3,1,1,1,3,1,2,2,8,1,3,4,1,4,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,3,133,50,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,1,1,1,3,2,3,1,2,3,4,2,2,6,7,3,1,4,1,1,1,9,9,99,1,6,5
1,133,51,2,10,11,7,4,1,6,1,1,2,3,4,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,133,51,2,2,2,2,2,2,2,6,1,2,1,3,4,2,2,3,4,4,5,1,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,3,6,1,1,1,1,1,2,2,1,1,3,3,2,8,8,2,4,4,1,2,5,2,1,2,2,2,2,2,2,1,1,2,2,3,1,3,133,51,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,7,1,5,1,2,3,1,4,2,2,2,1,4,8,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,52,2,3,7,5,1,1,6,1,1,2,2,4,2,2,2,1,1,3,3,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,133,52,2,2,2,2,2,2,2,1,1,3,1,4,2,2,1,2,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,4,3,2,2,1,1,2,2,1,2,1,2,1,1,8,8,2,6,6,1,5,5,2,2,1,2,1,2,2,1,2,2,2,2,1,4,3,133,52,2,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,3,1,1,1,3,2,4,2,5,5,1,4,8,2,3,1,5,1,4,1,9,9,99,1,6,5
1,133,53,2,3,9,5,1,1,6,1,1,1,5,4,2,2,2,1,1,1,2,3,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,133,53,2,2,2,2,2,2,2,6,1,2,1,2,2,2,2,3,3,1,3,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,4,6,2,2,1,1,2,2,2,1,2,5,1,2,8,8,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,133,53,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,5,1,1,1,2,2,3,3,2,1,3,1,2,3,4,3,1,1,1,1,1,9,9,99,1,6,5
1,133,54,2,3,9,5,1,1,5,1,1,2,2,4,2,3,2,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,133,54,2,2,1,1,2,2,2,4,1,2,1,3,2,1,2,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,4,6,2,2,1,1,1,2,1,1,1,3,2,2,8,8,1,3,1,1,1,5,2,2,1,2,2,2,2,1,2,1,2,1,1,1,3,133,54,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,3,1,1,1,1,2,3,4,2,1,2,1,4,8,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,55,2,3,9,6,1,1,5,1,1,3,3,4,2,2,2,3,1,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,2,2,133,55,2,2,2,2,2,2,2,5,2,2,1,4,4,3,2,3,2,1,3,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,3,4,0,2,2,1,1,2,2,1,2,1,3,5,0,8,8,2,6,4,1,2,5,2,1,2,2,2,1,2,2,2,1,2,2,2,1,3,133,55,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,5,1,1,1,2,2,3,3,2,5,5,1,4,2,2,3,1,5,1,1,1,9,9,99,1,6,5
1,133,56,2,1,4,7,2,1,5,1,1,2,3,4,2,2,2,1,2,1,1,1,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,2,2,2,2,2,2,133,56,2,2,2,2,2,2,2,6,3,3,3,3,1,1,2,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,4,4,2,1,1,2,1,1,1,1,1,3,2,2,8,8,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,133,56,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,5,1,1,1,2,2,1,3,2,1,1,1,1,2,2,3,1,1,1,1,1,9,9,99,1,6,5
1,133,57,2,6,8,3,2,1,6,1,1,2,5,4,2,2,2,1,1,2,1,1,2,2,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,133,57,2,2,2,2,2,2,2,6,3,2,1,4,4,4,4,3,3,2,4,3,2,2,2,2,2,2,2,2,2,2,1,2,3,1,2,4,6,2,1,1,2,1,2,2,2,1,3,1,2,8,8,1,6,6,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,133,57,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,1,2,1,1,3,1,3,2,5,5,1,2,9,2,3,1,1,3,1,1,9,9,99,1,6,5
1,133,58,2,3,9,7,1,1,6,1,0,2,3,4,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,133,58,2,2,2,2,2,2,2,1,1,1,3,4,1,1,1,3,4,4,3,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,2,4,4,1,1,1,2,1,4,1,2,1,3,3,2,8,8,4,4,4,1,1,5,2,2,1,1,2,2,2,2,2,2,2,2,3,1,3,133,58,2,5,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,8,1,1,1,1,1,1,1,2,1,1,1,4,8,2,3,1,1,1,4,1,9,9,99,1,6,5
1,133,59,2,2,7,5,2,2,1,1,1,2,4,4,2,2,2,1,2,1,2,4,4,3,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,133,59,2,2,2,2,2,2,2,3,1,2,1,2,2,2,1,3,3,2,5,1,2,2,1,2,2,2,2,1,1,2,2,2,3,1,2,4,0,2,1,1,1,1,4,1,3,1,3,2,2,8,8,2,2,2,3,5,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,133,59,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,10,1,5,2,2,3,3,3,2,1,1,1,4,2,4,3,1,2,1,4,1,9,9,99,1,6,5
1,133,60,2,2,5,4,1,1,5,1,1,2,3,4,2,2,2,1,1,3,1,1,2,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,2,2,1,2,1,2,133,60,2,2,1,2,2,2,2,6,3,2,4,3,3,4,3,3,3,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,1,4,2,1,1,1,2,1,2,1,1,3,3,4,8,8,1,6,4,1,1,4,2,2,2,2,2,2,2,2,1,2,2,2,1,1,3,133,60,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,9,2,5,1,1,3,1,3,1,1,2,1,4,8,2,3,1,5,1,2,1,9,9,99,1,6,5
1,133,61,2,1,5,6,1,2,6,1,1,2,3,4,3,3,3,2,3,1,2,1,4,3,2,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,1,2,2,133,61,2,2,2,2,2,2,1,7,3,3,1,2,4,4,4,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,4,3,6,2,1,1,2,2,1,2,1,2,5,5,5,8,8,5,6,6,3,5,5,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,133,61,2,4,4,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,3,2,3,3,3,3,1,6,2,5,2,5,4,3,9,9,99,1,6,5
1,133,62,2,6,8,6,2,1,6,1,1,4,4,4,3,3,3,2,3,1,2,4,4,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,133,62,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,4,1,1,2,1,2,1,1,1,1,2,5,1,2,2,2,1,4,1,1,1,4,2,2,2,2,1,2,2,2,2,2,2,1,5,3,3,133,62,2,4,4,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,5,1,1,1,1,2,3,1,2,1,4,1,2,2,2,3,1,1,1,1,1,9,9,99,1,6,5
