CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.18A.,Q.18A..1,Q.18A..2,Q.18A..3,Q.18A..4,Q.18A..5,Q.18A..6,Q.18A..7,Q.18A..8,Q.18A..9,Q.18A..10,Q.18A..11,Q.18A..12,Q.18B.,Q.19.,Q.20.,Q.20..1,Q.20..2,Q.20..3,Q.20..4,Q.20..5,Q.20..6,Q.20..7,Q.20..8,Q.20..9,Q.20..10,Q.20..11,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,V.44A.,Q.45.,Q.46.,Q.47.,Q.48A.,V.50.,V.51.,V.52.,V.53.
1,106,24,5,3,5,1,3,3,2,1,8,1,5,4,1,5,10,1,4,4,4,0,5,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,3,3,3,3,2,3,3,3,5,2,2,4,2,106,24,5,3,3,2,3,8,1,8,8,1,1,1,1,1,4,2,1,2
1,106,25,5,3,5,1,3,3,2,2,9,3,5,4,1,5,12,3,4,3,6,3,3,2,2,2,2,2,2,2,1,1,2,2,2,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,2,4,1,2,4,4,2,2,2,3,3,3,5,1,2,9,2,106,25,5,9,9,9,9,3,1,3,12,4,2,3,2,1,3,2,1,2
1,106,26,5,4,5,1,1,3,2,1,9,5,5,4,1,5,10,1,3,3,5,3,5,2,2,1,2,2,2,1,2,2,2,2,2,8,9,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,0,3,3,3,1,1,3,2,3,5,1,1,2,2,106,26,5,2,2,3,3,1,1,1,0,4,2,4,2,2,2,1,1,1
1,106,27,5,4,5,1,3,3,2,2,9,2,5,4,1,5,10,3,4,3,10,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,2,4,1,3,4,3,4,4,2,3,3,3,5,2,2,9,2,106,27,5,9,9,9,9,5,1,5,5,1,1,1,1,1,5,2,1,1
1,106,28,5,2,5,1,1,3,2,1,9,5,5,4,1,5,10,1,3,3,6,1,4,2,2,1,2,2,2,2,2,2,2,2,2,8,9,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,1,3,3,2,1,1,2,3,1,3,5,1,1,2,2,106,28,5,2,1,1,1,2,1,2,2,1,1,2,1,3,2,1,1,2
1,106,29,5,4,5,1,3,3,2,2,9,6,5,4,1,5,10,3,1,3,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,0,3,4,1,2,1,1,3,4,2,3,3,3,5,2,2,9,2,106,29,5,9,9,9,9,2,2,0,2,1,1,1,1,1,4,2,3,2
1,106,30,5,3,5,1,3,3,2,1,9,6,5,4,1,5,10,1,3,3,5,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,1,4,3,1,1,2,3,1,1,5,0,2,2,2,106,30,5,2,1,1,2,3,1,3,3,1,1,1,1,3,3,2,1,2
1,106,31,5,3,5,1,1,3,2,1,9,6,5,4,1,5,10,1,3,4,8,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,3,2,3,3,3,5,2,2,2,2,106,31,5,2,3,2,3,4,1,4,4,1,1,1,1,1,5,1,1,2
1,106,32,5,2,5,1,1,3,2,2,9,6,5,4,1,5,10,3,3,3,11,1,3,2,2,2,2,2,2,2,2,1,2,2,2,8,9,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,4,4,2,3,3,3,5,2,2,9,2,106,32,5,9,9,9,9,1,1,1,0,4,2,4,1,1,5,1,2,2
1,106,33,5,4,5,1,3,3,2,1,9,6,5,4,1,5,10,3,4,3,11,2,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,5,3,4,3,4,4,2,3,3,3,5,2,2,9,2,106,33,5,9,9,9,9,2,1,2,2,1,2,4,2,2,5,2,3,2
1,106,34,5,4,5,1,1,2,2,1,8,4,5,4,1,5,10,3,4,3,11,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,0,3,4,1,2,1,1,3,2,2,3,3,3,5,2,2,9,2,106,34,5,9,9,9,9,9,1,9,0,4,3,2,1,1,3,1,3,1
1,106,35,5,3,5,1,1,2,2,2,8,6,2,4,1,5,10,2,4,3,6,5,3,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,3,3,0,2,2,3,3,3,5,1,2,9,2,106,35,5,9,9,9,9,3,1,3,3,1,1,1,2,2,5,1,3,2
1,106,36,5,2,5,1,1,2,2,1,8,3,5,4,1,5,10,1,4,2,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,4,3,4,5,0,4,4,3,3,2,3,3,3,5,2,2,9,2,106,36,5,2,3,3,3,4,1,4,4,1,1,4,3,4,4,1,1,2
1,106,37,5,3,5,1,1,2,2,2,9,4,5,4,1,5,12,3,4,3,7,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,4,2,2,2,3,4,4,3,5,2,3,9,2,106,37,5,9,9,9,9,2,1,2,2,1,1,1,1,3,2,1,3,2
1,106,38,5,3,5,1,1,2,2,2,9,6,4,4,1,5,10,3,4,3,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,3,4,4,2,3,2,3,3,3,5,1,2,9,2,106,38,5,9,9,9,9,5,1,5,0,4,3,4,1,3,4,1,3,2
1,106,39,5,4,5,1,2,2,2,1,9,4,5,4,1,5,10,3,4,3,10,3,5,2,2,2,2,2,2,2,2,2,1,2,2,4,5,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,2,3,1,3,3,3,3,2,3,3,3,5,2,2,9,2,106,39,5,9,9,9,9,2,1,2,2,1,1,1,1,1,4,1,3,2
1,106,40,5,3,5,1,1,2,2,1,9,1,5,4,1,5,10,3,4,4,4,4,0,2,1,2,2,2,2,2,2,2,2,2,2,1,7,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,3,3,4,4,2,3,3,3,5,2,2,4,2,106,40,5,3,3,2,3,4,1,4,4,1,1,1,1,1,5,1,1,2
1,106,41,5,3,5,1,2,2,2,2,9,6,5,4,1,5,10,9,4,3,1,5,4,2,2,2,2,2,2,2,2,2,2,1,2,10,0,0,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,0,2,4,2,2,3,3,3,5,2,2,9,2,106,41,5,9,9,9,9,2,2,5,0,4,3,4,2,3,5,1,3,2
1,106,42,5,3,5,1,2,1,2,1,8,3,5,4,1,5,10,1,4,3,6,1,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,3,0,4,2,1,1,3,3,3,5,1,1,2,2,106,42,5,1,1,1,2,4,1,4,4,1,2,2,2,1,2,1,1,2
1,106,43,5,2,5,1,2,1,2,2,8,6,5,4,1,5,10,2,4,3,5,6,4,2,2,2,2,2,2,2,2,1,2,2,2,8,8,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,5,3,4,4,4,4,2,3,3,3,5,2,2,9,2,106,43,5,9,9,9,9,3,1,3,3,1,1,1,2,3,5,1,1,2
1,106,44,5,3,5,1,1,1,2,1,9,4,5,4,1,5,10,1,3,3,11,2,3,2,2,2,2,2,1,2,2,2,2,2,2,8,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,3,4,4,1,1,1,4,1,2,5,1,0,2,2,106,44,5,1,2,1,1,6,1,6,6,1,2,4,1,4,3,1,1,1
1,106,45,5,4,5,1,1,1,2,2,9,4,5,4,1,5,10,3,4,1,2,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,3,2,2,2,2,3,2,3,5,2,2,9,2,106,45,5,9,9,9,9,2,1,2,2,3,1,1,1,1,3,1,2,2
1,106,46,5,4,6,1,3,2,2,1,8,1,5,4,1,5,10,1,4,2,4,2,5,2,1,2,2,2,2,2,2,2,2,2,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,3,3,3,2,2,3,3,3,5,1,2,9,2,106,46,5,9,3,2,3,4,1,4,4,1,2,4,2,2,3,2,1,2
1,106,47,5,2,4,2,9,9,2,1,4,6,5,3,5,1,10,1,3,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,9,2,2,2,2,2,2,1,2,2,2,2,2,2,4,3,4,1,3,4,3,1,1,2,2,1,3,1,1,1,2,2,106,47,5,1,3,1,2,4,1,4,0,4,3,4,1,3,1,1,1,2
1,106,48,5,2,4,2,9,9,2,1,4,6,4,4,4,1,10,1,3,3,5,8,2,2,2,2,2,2,1,2,2,2,2,2,2,8,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,3,4,3,1,1,2,3,1,3,3,1,1,2,2,106,48,5,1,3,1,2,9,1,9,9,1,1,1,1,3,1,1,1,2
1,106,49,5,3,5,1,1,2,2,2,6,4,4,5,1,5,10,2,3,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,2,2,2,3,3,3,5,2,2,9,2,106,49,5,9,9,9,9,6,1,6,0,4,2,2,2,1,3,1,1,2
1,106,50,5,3,4,1,1,3,2,2,10,6,5,5,5,0,10,3,4,1,1,0,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,5,3,3,2,2,2,2,3,3,3,4,2,2,9,2,106,50,5,9,9,9,9,4,1,4,4,1,1,1,1,1,3,1,2,2
1,106,51,5,2,3,1,2,2,2,1,4,6,5,4,1,5,10,1,3,3,10,4,3,1,2,2,2,2,2,2,2,2,2,2,2,8,0,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,4,5,2,4,4,2,2,1,2,2,3,5,1,3,2,2,106,51,5,2,2,1,2,9,1,9,9,1,1,5,4,5,2,1,1,2
1,106,52,5,2,3,1,5,2,2,1,4,6,5,4,1,5,10,1,3,3,10,2,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,3,3,2,2,1,3,2,4,5,1,3,2,2,106,52,5,2,2,1,1,9,1,9,9,1,1,1,1,3,2,1,1,2
1,106,53,5,4,5,1,1,3,2,2,7,6,5,3,5,2,3,3,2,3,10,2,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,4,4,3,2,2,3,3,3,2,2,2,9,2,106,53,5,9,9,9,9,6,1,6,6,1,2,4,1,1,3,1,2,2
1,106,54,5,4,6,1,3,5,2,2,7,1,5,4,5,2,10,3,3,11,3,0,5,2,2,2,2,2,2,1,2,2,2,1,2,7,9,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,5,2,4,4,1,1,1,4,2,2,2,1,3,9,2,106,54,5,9,9,9,9,8,1,8,8,3,2,3,1,4,2,2,1,1
1,106,55,5,3,5,1,5,5,2,1,7,6,5,4,5,1,10,3,1,3,6,4,2,2,2,2,2,2,1,2,2,2,2,2,2,8,9,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,1,3,3,1,1,1,2,2,1,1,1,1,9,2,106,55,5,9,9,9,9,2,1,2,2,1,1,4,1,2,1,2,1,1
1,106,56,5,3,5,1,2,2,2,1,7,1,5,4,4,1,10,2,4,4,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,1,3,3,3,3,3,2,2,2,4,2,2,9,2,106,56,5,9,2,3,2,7,1,7,7,1,1,1,1,1,4,1,1,1
1,106,57,5,3,5,1,2,2,2,2,7,5,5,4,4,3,12,3,2,3,10,7,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,2,2,3,3,3,3,3,1,3,9,2,106,57,5,9,9,9,9,1,1,1,1,1,1,1,1,3,2,1,1,2
1,106,58,5,3,5,1,1,1,2,2,7,6,5,3,5,1,10,1,4,3,11,3,5,2,2,2,2,2,2,2,2,1,2,2,2,11,5,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,4,4,2,2,2,3,2,3,4,1,3,9,2,106,58,5,9,9,9,9,2,1,2,2,1,2,4,2,1,2,1,3,2
1,106,59,5,2,3,2,9,9,2,1,7,6,5,5,4,1,10,1,3,3,10,3,4,2,2,1,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,3,1,1,1,3,1,1,1,1,1,2,2,106,59,5,1,2,1,1,3,1,3,3,1,1,2,1,4,2,1,1,2
1,106,60,5,2,3,1,5,2,2,1,7,6,5,5,5,1,10,1,1,3,2,6,3,2,2,1,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,1,2,2,2,1,2,2,2,2,4,3,4,5,2,2,4,1,1,1,3,4,2,2,1,3,2,2,106,60,5,9,2,1,1,9,1,9,9,1,1,4,1,3,2,1,1,2
1,106,61,5,3,5,2,9,9,2,1,7,6,2,5,4,2,10,1,4,3,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,3,3,3,1,1,1,3,1,2,1,1,0,2,2,106,61,5,1,1,1,1,7,1,7,1,3,3,2,1,5,3,1,1,2
1,106,62,5,3,4,1,2,3,2,2,7,4,5,5,4,1,10,3,3,3,6,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,3,3,2,3,3,3,4,2,2,4,2,106,62,5,3,3,2,3,8,1,8,8,1,1,1,1,1,4,1,2,2
1,106,63,5,3,6,2,9,9,2,1,7,3,3,5,5,1,10,1,3,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,0,4,3,3,3,2,3,3,3,2,2,2,2,2,106,63,5,3,3,2,3,12,2,2,0,4,3,3,1,1,4,2,1,2
1,106,64,5,3,5,2,9,9,2,1,7,3,3,5,5,1,10,1,3,5,12,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,7,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,4,2,1,0,0,4,3,2,3,3,3,0,0,2,2,2,106,64,5,9,2,3,9,7,1,7,7,1,1,1,1,1,5,1,1,2
1,106,65,5,4,6,1,3,3,2,1,7,3,1,4,5,1,10,1,3,2,6,2,4,2,2,2,2,2,1,2,2,2,2,2,2,8,9,1,2,2,2,2,2,1,2,2,2,2,2,2,0,3,4,1,3,0,2,1,1,1,2,1,2,1,1,1,2,2,106,65,5,1,1,1,1,7,2,8,0,4,3,4,1,5,1,2,1,2
1,106,66,5,4,6,2,9,9,2,1,7,4,1,6,5,2,10,5,1,5,12,0,0,2,1,2,2,2,2,1,2,2,2,2,2,8,0,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,4,1,1,3,3,1,1,1,3,1,3,1,1,1,2,2,106,66,5,1,1,1,1,2,1,2,12,4,1,3,1,3,1,2,1,2
1,106,67,5,2,3,2,9,9,2,1,7,6,2,3,5,1,10,1,4,1,1,4,4,2,2,2,2,2,2,1,2,1,2,2,2,4,4,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,1,1,1,3,1,2,1,1,1,2,2,106,67,5,2,1,1,1,12,2,3,0,4,3,4,1,3,1,1,1,2
1,106,68,5,3,4,1,3,4,2,1,7,4,5,4,5,2,10,9,3,3,11,2,3,2,2,1,2,2,2,1,2,2,2,2,2,8,9,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,1,4,3,1,2,2,3,2,3,2,1,1,2,2,106,68,5,2,3,1,2,4,1,4,4,1,2,4,1,3,2,1,1,2
1,106,69,5,3,6,2,9,9,2,2,7,6,5,6,5,2,10,1,3,5,12,0,0,2,2,2,2,2,2,2,2,2,1,2,2,8,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,2,3,1,1,1,3,3,3,3,1,2,9,2,106,69,5,9,9,9,9,4,1,4,4,1,1,1,2,3,3,2,3,2
1,106,70,5,3,5,1,3,3,2,2,7,3,5,5,5,2,10,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,1,2,2,1,4,2,2,3,3,3,4,2,2,9,2,106,70,5,9,9,9,9,2,1,2,2,1,1,4,2,3,5,2,3,2
1,106,71,5,3,5,1,3,3,2,2,7,5,1,5,5,2,10,3,4,4,3,9,3,2,2,2,2,2,2,2,2,1,2,2,2,9,8,3,1,2,2,2,2,2,2,2,2,1,2,2,3,2,4,1,3,2,4,2,2,3,3,3,4,2,1,3,9,2,106,71,5,9,9,9,9,5,1,5,5,1,3,3,2,3,2,2,2,2
1,106,72,5,3,5,1,2,2,2,1,7,4,4,3,4,1,10,1,4,2,10,4,3,2,2,2,2,2,2,2,2,2,1,2,2,5,3,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,4,1,3,3,2,2,2,3,3,2,2,4,1,3,2,2,106,72,5,2,2,3,2,5,1,5,5,1,2,2,1,2,2,1,1,2
