"Q.14. IN GENERAL, HOW WOULD YOU SAY YOU FEEL MOST OF THE TIME, IN GOOD SPIRITS OR IN LOW SPIRITS*  1. I AM USUALLY IN GOOD SPIRITS 2. I AM IN GOOD SPIRITS SOME OF THE TIME AND IN LOW SPIRITS SOME OF THE TIME 3. I AM USUALLY IN LOW SPIRITS "
"Q.15. DO YOU THINK YOU SHOULD HAVE BEEN DEFERRED*  1. YES, BECAUSE OF DEPENDENTS WHO NEED MY SUPPORT 2. YES, BECAUSE OF THE IMPORTANCE OF MY JOB 3. YES, BECAUSE OF MY HEALTH OR PHYSICAL CONDITION 4. YES, BECAUSE OF SOME OTHER REASON 5. TWO OR MORE REASONS CHECKED, ONE OF WHICH IS HEALTH CODE 3 6. TWO OR MORE REASONS CHECKED, NEITHER OF WHICH IS HEALTH CODE 3 7. NO, I DO NOT THINK I SHOULD HAVE BEEN DEFERRED 0. NO ANSWER "
Q.16. ARE YOU EVER WORRIED AND UPSET*  1. I AM HARDLY EVER WORRIED AND UPSET 2. I AM SOMETIMES WORRIED AND UPSET 3. I AM OFTEN WORRIED AND UPSET 
"Q.17. DO YOU OFTEN SAY THINGS THAT YOU LATER WISH YOU HADN,T SAID*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER "
"Q.18. DO YOU WORRY MUCH ABOUT THINGS THAT MIGHT HAPPEN TO YOU*  1. WORRY A GREAT DEAL 2. WORRY QUITE A BIT 3. DON,T WORRY VERY MUCH 4. DON,T WORRY AT ALL "
"Q.19. DO YOU THINK YOU HAVE AS MUCH OF A PERSONAL STAKE IN THIS WAR AS ANYBODY ELSE*  1. YES 2. I THINK SO, BUT I,M NOT SURE 3. NO 4. UNDECIDED "
"Q.20. IN YOUR OPINION IS THE UNITED STATES FIGHTING FOR THINGS THAT YOU FEEL ARE WORTH FIGHTING FOR*  1. YES 2. I THINK SO, BUT I,M NOT SURE 3. NO 4. UNDECIDED "
Q.21. DO YOU THINK IT WOULD MAKE MUCH DIFFERENCE TO YOU PERSONALLY IF WE DID NOT WIN THIS WAR*  1. IT WOULD MAKE A GREAT DEAL OF DIFFERENCE TO ME 2. IT WOULD MAKE QUITE A BIT OF DIFFERENCE TO ME 3. IT WOULD NOT MAKE SO MUCH DIFFERENCE TO ME 4. IT WOULD NOT MAKE ANY DIFFERENCE TO ME 
Q.22. DO YOU EVER GET THE FEELING THAT THIS WAR IS NOT WORTH FIGHTING*  1. VERY OFTEN 2. SOMETIMES 3. ONLY ONCE IN A GREAT WHILE 4. NEVER 
"Q.23. DO YOU THINK THE THINGS WE ARE FIGHTING FOR ARE WORTH RISKING YOUR LIFE FOR*  1. YES 2. I THINK SO, BUT I,M NOT SURE 3. NO 4. UNDECIDED 0. NO ANSWER "
"Q.24. IF IT WERE UP TO YOU, WHAT KIND OF OUTFIT WOULD YOU RATHER BE IN*  1. IN A COMBAT OUTFIT OVERSEAS 2. IN A NON-COMBAT OUTFIT OVERSEAS 3. IN AN OUTFIT THAT WILL STAY IN THE UNITED STATES 0. NO ANSWER "
"Q.25. IF IT WERE UP TO YOU TO CHOOSE, DO YOU THINK YOU COULD DO MORE FOR YOUR COUNTRY AS A SOLDIER OR AS A WORKER IN A WAR JOB*  1. AS A SOLDIER 2. AS A WAR WORKER 3. UNDECIDED "
"Q.26. IF IT WERE UP TO YOU, AND YOU YOURSELF HAD TO DECIDE, WOULD YOU CHOOSE TO BE A SOLDIER OR A CIVILIAN*  1. WOULD CHOOSE TO BE A SOLDIER 2. WOULD CHOOSE TO BE A CIVILIAN 3. UNDECIDED "
"Q.27. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE GERMANS AFTER THE WAR*  1. PUNISH THE LEADERS, BUT NOT THE ORDINARY GERMAN 2. MAKE THE ORDINARY GERMAN PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE GERMAN NATION 0. NO ANSWER "
"Q.28. WHAT WOULD YOU LIKE TO SEE HAPPEN TO THE JAPANESE AFTER THE WAR*  1. PUNISH THE LEADERS, BUT NOT THE ORDINARY JAPANESE 2. MAKE THE ORDINARY JAPANESE PEOPLE SUFFER PLENTY 3. WIPE OUT THE WHOLE JAPANESE NATION 0. NO ANSWER "
Q.29A. BASKETBALL*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.29B. BASEBALL*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.29C. FISHING OR HUNTING*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.29D. GOLF*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.29E. FOOTBALL*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.29F. TENNIS*  1. A LOT 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
"Q.29G. OTHER* E. OTHER SPORTS ARE CLASSIFIED AS ""BODILY CONTACT"" (B) OR ""NON- BODILY CONTACT"" (X). ""BODILY CONTACT"" SPORTS INCLUDE: BASKETBALL, BASEBALL, FOOTBALL, OTHER (BOXING, SOCCER, VOLLEYBALL). ""NON-BODY"" CONTACT SPORTS INCLUDE: FISHING OR HUNTING, GOLF, TENNIS, OTHER (BADMINTON, SWIMMING, GYMNASTICS, MARBLES, ETC.).  1. INDICATES ONE OR MORE ""B"" SPORT 2. INDICATES ONE OR MORE ""X"" SPORT 3. INDICATES ONE OR MORE OF BOTH ""B"" AND ""X"" SPORTS 0. NO ANSWER "
"V.29H. PARTICIPATION IN SPORTS: E. COUNT ONLY THE SPORTS WHICH HAVE BEEN CHECKED ""A LOT"" (INCLUDING THOSE LISTED UNDER ""OTHER"") QUESTIONS 29A-29G.  1. A SPORT FROM ""B"" (BODILY CONTACT) LIST CHECKED AND NONE FROM ""X"" (NON-BODY CONTACT) LIST 2. A SPORT FROM ""X"" (NON-BODY CONTACT) LIST CHECKED AND NONE FROM ""B"" (BODILY CONTACT) LIST 3. ONE OR MORE SPORTS CHECKED FROM ""B"" (BODILY CONTACT) AND ""X"" (NON-BODY CONTACT) LIST 4. NO SPORT FROM EITHER ""B"" (BODILY CONTACT) OR ""X"" (NON-BODY CONTACT) LIST CHECKED "
Q.30. DID PEOPLE SEEM TO THINK YOU HAD A HOT TEMPER WHEN YOU WERE A KID*  1. YES 2. NO 3. UNDECIDED 
Q.31. HOW OFTEN DID YOU GET INTO FIGHTS WHEN YOU WERE A KID*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 
Q.32. WERE YOU A GOOD FIGHTER AS A KID*  1. YES 2. NO 3. UNDECIDED 
"Q.33. HOW DID YOU FEEL ABOUT FIGHTING AS A KID*  1. REALLY LIKED FIGHTING 2. DIDN,T PARTICULARLY LIKE OR DISLIKE IT 3. DIDN,T LIKE FIGHTING AT ALL 0. NO ANSWER "
Q.34. DO YOU HAVE ANY PARTICULAR PHYSICAL OR HEALTH PROBLEM*  1. YES 2. NO 3. UNDECIDED 
"Q.35. HAVE YOU EVER BEEN BOTHERED BY SHORTNESS OF BREATH WHEN YOU WERE NOT EXERCISING OR WORKING HARD*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.36. ARE YOU EVER TROUBLED BY YOUR HANDS SWEATING SO THAT THEY FEEL DAMP AND CLAMMY*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER "
Q.37. HOW OFTEN ARE YOU BOTHERED BY HAVING AN UPSET STOMACH*  1. NEARLY ALL THE TIME 2. PRETTY OFTEN 3. NOT VERY OFTEN 4. NEVER 
"Q.38. ARE YOU EVER BOTHERED BY HAVING NIGHTMARES (DREAMS THAT FRIGHTEN OR UPSET YOU VERY MUCH)*  1. YES, MANY TIMES 2. YES, A FEW TIMES 3. NO, NEVER "
"Q.39. HAVE YOU EVER BEEN TROUBLED BY ""COLD SWEATS""*  1. YES, OFTEN 2. YES, A FEW TIMES 3. NO, NEVER "
"Q.40. HAVE YOU EVER HAD ANY FAINTING SPELLS*  1. YES, SEVERAL TIMES 2. YES, A FEW TIMES 3. NEVER HAD ANY "
"Q.41. HAVE YOU EVER BEEN BOTHERED BY YOUR HEART BEATING HARD*  1. YES, OFTEN 2. YES, A FEW TIMES 3. NO, NEVER "
"Q.42. HAVE YOU EVER BEEN BOTHERED BY PRESSURE OR PAINS IN THE HEAD*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.43. HAVE YOU EVER HAD SPELLS OF DIZZINESS*  1. YES, MANY TIMES 2. YES, A FEW TIMES 3. NO, NEVER 0. NO ANSWER "
Q.44. DO YOU OFTEN HAVE TROUBLE IN GETTING TO SLEEP OR STAYING ASLEEP*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.45. DO YOUR HANDS EVER TREMBLE ENOUGH TO BOTHER YOU*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.46. DO YOU EVER BITE YOUR FINGERNAILS NOW*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.47. DID YOU BITE YOUR FINGERNAILS WHEN YOU WERE A CHILD*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.48. ABOUT HOW OLD WERE YOU WHEN YOU STOPPED BITING YOUR FINGERNAILS*  1. LESS THAN 6 YEARS OLD 2. 6-9 YEARS 3. 10-13 YEARS 4. 14-17 YEARS 5. 18 YEARS AND OVER 6. I STILL BITE MY FINGERNAILS 7. DON,T KNOW HOW OLD I WAS 8. NEVER DID BITE MY FINGERNAILS 0. NO ANSWER "
"Q.49. WHEN YOU WERE GROWING UP, DID YOU HAVE TROUBLE WITH STUTTERING OR STAMMERING IN YOUR SPEECH*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
Q.50. WHAT KIND OF GRADES DID YOU USUALLY GET WHEN YOU WERE IN SCHOOL*  1. VERY HIGH GRADES 2. HIGH GRADES 3. MEDIUM GRADES 4. LOW GRADES 5. VERY LOW GRADES 
"Q.51. AS A CHILD HOW DID YOU FEEL ABOUT GOING TO SCHOOL*  1. REALLY WANTED VERY MUCH TO GO 2. DIDN,T CARE VERY MUCH WHETHER I WENT TO SCHOOL OR NOT 3. DID NOT AT ALL WANT TO GO "
"Q.52. WHEN YOU WERE A KID, HOW OFTEN WOULD YOU SAY YOU PLAYED HOOKY FROM SCHOOL (STAYED AWAY AS MUCH AS A DAY)*  1. VERY OFTEN 2. SEVERAL TIMES 3. ONLY ONCE OR TWICE IN ALL THE TIME I WAS IN SCHOOL 4. NEVER "
Q.53. DO YOU USUALLY GO AROUND WITH A BUNCH OF OTHERS OR BY YOURSELF*  1. I USUALLY GO AROUND BY MYSELF 2. I USUALLY GO AROUND WITH JUST ONE OR TWO OTHERS 3. I USUALLY GO AROUND WITH A BUNCH OF OTHERS 
"Q.54. ON THE WHOLE, DO YOU USUALLY LIKE TO BE BY YOURSELF OR TO BE WITH OTHER PEOPLE*  1. USUALLY LIKE BETTER TO BE BY MYSELF 2. USUALLY LIKE BETTER TO BE WITH OTHER PEOPLE 3. UNDECIDED "
Q.55. HOW WOULD YOU SAY THE PEOPLE YOU KNOW FEEL ABOUT YOU*  1. ALMOST ALL OF THEM LIKE ME 2. MOST OF THEM LIKE ME 3. A FEW OF THEM LIKE ME 4. ALMOST NONE OF THEM LIKE ME 
Q.56. DO YOU EVER GET SO BLUE AND DISCOURAGED THAT YOU WONDER WHETHER ANYTHING IS WORTHWHILE*  1. VERY OFTEN 2. PRETTY OFTEN 3. NOT SO OFTEN 4. HARDLY EVER 0. NO ANSWER 
Q.57. DO YOU EVER FEEL THAT YOU GET MORE THAN YOUR SHARE OF BAD LUCK*  1. VERY OFTEN FEEL THAT WAY 2. SOMETIMES FEEL THAT WAY 3. ALMOST NEVER FEEL THAT WAY 0. NO ANSWER 
"Q.58. WHEN YOU GET A VERY IMPORTANT JOB TO DO, DO YOU WORRY ABOUT WHETHER YOU WILL DO ALL RIGHT OR NOT*  1. I WORRY A LOT 2. I WORRY A LITTLE 3. I DON,T WORRY AT ALL 0. NO ANSWER "
Q.59. HOW WORRIED ARE YOU ABOUT YOUR FAMILY BACK HOME*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.60. DO YOU EVER SERIOUSLY WORRY ABOUT WHETHER OR NOT THERE WILL BE A REAL DEPRESSION AFTER THIS WAR*  1. WORRY ABOUT IT VERY OFTEN 2. WORRY ABOUT IT SOMETIMES 3. ALMOST NEVER WORRY ABOUT IT 0. NO ANSWER 
Q.61. DO YOU EVER WORRY ABOUT WHETHER YOU WILL BE INJURED IN COMBAT BEFORE THE WAR IS OVER*  1. WORRY A GREAT DEAL ABOUT IT 2. WORRY ABOUT IT FAIRLY OFTEN 3. HARDLY EVER WORRY ABOUT IT 4. NEVER WORRY ABOUT IT 0. NO ANSWER 
Q.62. HOW OFTEN DO PEOPLE HURT YOUR FEELINGS*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.63. HOW OFTEN DOES IT MAKE YOU SORE TO HAVE PEOPLE TELL YOU WHAT TO DO*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.64. HOW MUCH DOES IT BOTHER YOU WHEN YOU ARE ORDERED TO DO SOMETHING YOU DON,T SEE A GOOD REASON FOR DOING*  1. BOTHERS ME A GREAT DEAL 2. BOTHERS ME SOME 3. BOTHERS ME VERY LITTLE 4. DOESN,T BOTHER ME AT ALL 0. NO ANSWER CARD 2 "
CARD.  2. CARD TWO 
DECK.  108. SURVEY NUMBER 
BALLOT.  X. BALLOT NUMBER GENERATED BY ROPER CENTER. 
Q.65. HOW OFTEN DO PEOPLE GET ON YOUR NERVES SO THAT YOU WANT TO DO JUST THE OPPOSITE OF WHAT THEY WANT YOU TO DO*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
"Q.66. DO YOU EVER GO OUT OF YOUR WAY TO MAKE THINGS TOUGH OR UNPLEASANT FOR SOMEBODY YOU DON,T LIKE*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER "
Q.67. DO YOU EVER FEEL LIKE SMASHING THINGS FOR NO SPECIAL REASON*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.68. DO YOU FIND THAT YOU OFTEN HAVE TO TELL PEOPLE TO MIND THEIR OWN BUSINESS*  1. VERY OFTEN 2. SOMETIMES 3. ALMOST NEVER 0. NO ANSWER 
Q.69. DO YOU EVER FEEL THAT PEOPLE CRITICIZE YOU TOO MUCH WITHOUT ANY GOOD REASON*  1. I FEEL THAT WAY NEARLY ALL OF THE TIME 2. I FEEL THAT WAY FAIRLY OFTEN 3. I FEEL THAT WAY ONLY ONCE IN A WHILE 4. I ALMOST NEVER FEEL THAT WAY 0. NO ANSWER 
Q.70A. BEING ON HIGH PLACES*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 4. NO ANSWER 0. UNDESIGNATED 
Q.70B. BEING SHUT UP IN A ROOM OR CLOSET*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.70C. FALLING*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.70D. SNAKES*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
Q.70E. BEING CALLED ON TO RECITE IN CLASS*  1. VERY MUCH 2. A LITTLE 3. NOT AT ALL 0. NO ANSWER 
"V.70F. TOTAL NUMBER OF ITEMS CHECKED ""VERY MUCH"" IN Q.70:  ANP 01. 1 ITEM CHECKED . . . 19. 19 ITEMS CHECKED 00.NONE "
"V.70G. TOTAL NUMBER OF ""NO ANSWERS"" IN Q.70:  ANP 01. TOTAL OF 1 . . . 19. TOTAL OF 00.NONE X. QUESTION 71A AND 71B NOT CODED. "
Q.72. DO YOU THINK THAT YOUR PARENTS (OR THE PEOPLE WHO BROUGHT YOU UP) WERE STRICTRER THAN OTHER PARENTS OR NOT AS STRICT AS OTHER PARENTS*  1. STRICTER THAN OTHER PARENTS 2. ABOUT AS STRICT AS OTHER PARENTS 3. NOT AS STRICT AS OTHER PARENTS 0. NO ANSWER 
"Q.73. WHEN YOU WERE GROWING UP, ABOUT HOW OFTEN WERE YOU PUNISHED BY YOUR PARENTS (OR THE PEOPLE WHO BROUGHT YOU UP)*  1. TOO OFTEN 2. ABOUT THE RIGHT NUMBER OF TIMES 3. NOT OFTEN ENOUGH 0. NO ANSWER "
"Q.74. WHEN YOUR PARENTS (OR THE PEOPLE WHO BROUGHT YOU UP) PUNISHED YOU, DID YOU USUALLY DESERVE IT OR NOT*  1. ALWAYS DESERVED IT 2. DESERVED IT MOST OF THE TIME 3. DESERVED IT ABOUT HALF OF THE TIME 4. OFTEN DID NOT DESERVE IT 5. HARDLY EVER DESERVED IT 0. NO ANSWER "
"Q.75. WHEN YOU HAD ACTUALLY DONE SOMETHING WRONG AND WERE PUNISHED FOR IT, DID YOU USUALLY GET AN EASIER OR A HARDER PUNISHMENT THAN OTHER KIDS YOU KNEW*  1. HARDER THAN OTHERS 2. ABOUT THE SAME AS OTHERS 3. EASIER THAN OTHERS 0. NO ANSWER "
"Q.76A. WHEN YOU WERE GROWING UP, WHO WOULD YOU SAY WAS YOUR FATHER,S FAVORITE CHILD IN YOUR FAMILY*  1. AN OLDER BROTHER OR SISTER WAS THE FAVORITE 2. A YOUNGER BROTHER OR SISTER WAS THE FAVORITE 3. I THINK I WAS THE FAVORITE 4. THERE WERE NO FAVORITES 5. I WAS THE ONLY CHILD IN MY FAMILY 6. NO ANSWER 0. NO CODE OR NO DATA "
"Q.76B. WHO WAS YOUR MOTHER,S FAVORITE CHILD*  1. AN OLDER BROTHER OR SISTER WAS THE FAVORITE 2. A YOUNGER BROTHER OR SISTER WAS THE FAVORITE 3. I THINK I WAS THE FAVORITE 4. THERE WERE NO FAVORITES 5. I WAS THE ONLY CHILD IN MY FAMILY 0. NO ANSWER X. QUESTION 77 NOT CODED. "
"Q.78. WHAT WAS THE LONGEST YOU HAD EVER BEEN AWAY AT ANY ONE TIME FROM YOUR PARENTS OR THE FAMILY THAT BROUGHT YOU UP* (IF YOU LEFT HOME TO GET MARRIED, COUNT THE TIME YOU WERE AWAY AFTER YOU WERE MARRIED.)  1. A YEAR OR MORE 2. ONE MONTH TO 1 YEAR 3. OVER 1 WEEK, BUT LESS THAN A MONTH 4. ONLY A FEW DAYS 5. LESS THAN 48 HOURS 6. NEVER AWAY AT ALL 0. NO ANSWER X. QUESTION 79 NOT CODED. "
Q.80. HOW OLD WERE YOU WHEN YOU FIRST STARTED GOING AROUND BY YOURSELF ON DATES WITH GIRLS (NOT ON DOUBLE-DATES OR IN LARGE GROUPS)*  1. LESS THAN 15 YEARS OLD 2. 15-16 YEARS 3. 17-18 YEARS 4. 19-20 YEARS 5. 21-22 YEARS 6. OVER 22 YEARS 7. NEVER WENT WITH GIRLS ON DATES 8. NEVER WENT WITH GIRLS EXCEPT ON DOUBLE-DATES OR IN A GROUP OF OTHERS 0. NO ANSWER 
Q.81. DID YOU USUALLY HAVE DATES WITH GIRLS MORE OFTEN OR LESS OFTEN THAN MOST OTHER FELLOWS OF ABOUT YOUR OWN AGE THAT YOU KNEW*  1. MORE OFTEN THAN MOST OTHER FELLOWS I KNEW 2. ABOUT THE SAME AS MOST OTHER FELLOWS I KNEW 3. NOT AS OFTEN AS MOST OTHER FELLOWS I KNEW 0. NO ANSWER X. QUESTION 82 NOT CODED. 
"Q.83. WHEN YOU WERE GROWING UP, DID YOU USUALLY HAVE A BETTER TIME WITH PEOPLE YOUNGER THAN YOURSELF OR OLDER THAN YOURSELF*  1. HAD A BETTER TIME WITH THOSE OLDER THAN MYSELF 2. HAD A BETTER TIME WITH THOSE OF THE SAME AGE AS MYSELF 3. HAD A BETTER TIME WITH THOSE YOUNGER THAN MYSELF 4. UNDECIDED "
"Q.84. ARE YOU EVER TROUBLED BY SICK HEADACHES*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER 0. NO ANSWER "
"Q.85. AS FAR AS YOU KNOW, WERE YOU A HEALTHY CHILD OR A RATHER SICKLY ONE*  1. I WAS VERY HEALTHY AS A CHILD 2. I WAS FAIRLY HEALTHY AS A CHILD 3. I WAS RATHER SICKLY AS A CHILD 4. DON,T KNOW "
Q.86A. DID YOU EVER HAVE ANY TROUBLE WITH BED-WETTING*  1. YES 2. NO 
Q.86B. HOW OLD WERE YOU WHEN YOU STOPPED WETTING THE BED*  1. LESS THAN 4 YEARS OLD 2. 4-9 YEARS 3. 10-16 YEARS 4. OVER 16 YEARS OLD 5. I STILL WET THE BED 0. NO ANSWER 
"Q.87. ARE YOU EVER BOTHERED BY NERVOUSNESS*  1. YES, OFTEN 2. YES, SOMETIMES 3. NO, NEVER "
"Q.88. SO FAR AS YOU KNOW, HAS ANYONE IN YOUR FAMILY EVER HAD A NERVIOUS BREAKDOWN* (DO NOT INCLUDE YOURSELF IF YOU THINK YOU HAVE HAD A NERVOUS BREAKDOWN.)  1. YES 2. NO 3. DON,T KNOW 0. NO CODE OR NO DATA "
Q.89. DID YOU EVER HAVE A NERVOUS BREAKDOWN*  1. YES 2. NO 0. UNSIGNED CASES 
Q.90. WERE YOU EVER A PATIENT AT A MENTAL HOSPITAL*  1. YES 2. NO 0. UNSIGNED CASES 
Q.91. DO YOU USE DOPE REGULARLY*  1. YES 2. NO 0. UNSIGNED CASES 
Q.92. WERE YOU EVER SENT TO A REFORM SCHOOL*  1. YES 2. NO 0. UNSIGNED CASES 
Q.93. HAVE YOU EVER HAD A FIT OR CONVULSION*  1. YES 2. NO 0. UNSIGNED CASES 
Q.94. HAVE YOU EVER GOTTEN INTO SERIOUS TROUBLE OR LOST YOUR JOB BECAUSE OF DRINKING*  1. YES 2. NO 0. UNSIGNED CASES 
"V.95. IDENTIFICATION WITH THE WAR SCORE* E. DERIVED FROM QUESTIONS 19, 20, 21, 22, 23.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. ORIGINAL SCORE OF 5 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.96. CHILDHOOD SYMPTOMS SCORE* E. DERIVED FROM QUESTIONS 47, 49, 85, 86.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.97. MOBILITY SCORE* E. DERIVED FROM QUESTIONS 6, 9, 10, 11.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.98. WORRY SCORE* E. DERIVED FROM QUESTIONS 18, 58, 60, 61.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.99. SOLDIER-ROLE SCORE* E. DERIVED FROM QUESTIONS 15, 24, 25, 26.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF I 3. ORIGINAL SCORE OF 3 4. ORIGINAL SCORE OF 4 5. UNDESIGNATED X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
"V.100. SOCIALABILITY SCORE* E. DERIVED FROM QUESTIONS 53, 54, 55.  0. ORIGINAL SCORE OF 0 1. ORIGINAL SCORE OF 1 2. ORIGINAL SCORE OF 2 3. ORIGINAL SCORE OF 3 X. CODES NOT PROVIDED BY SURVEY ORGANIZATION. DATA TRANSFERRED AS IS. "
